"Group","Component","R_squared","Coefficient","p_value","Variable","Significance"
"all","nestedness",0.0629272514426563,0.216972687382948,0.00700700700700701,"Int","**"
"all","nestedness",0.0629272514426563,-0.0175331605886052,0.107107107107107,"geo1",""
"all","nestedness",0.0629272514426563,0.00656685692728365,0.315315315315315,"est.time1",""
"all","nestedness",0.0629272514426563,0.0263007129330712,0.012012012012012,"area_ha1","*"
"all","nestedness",0.0629272514426563,0.0322218348734476,0.003003003003003,"dem_mean1","**"
"all","nestedness",0.0629272514426563,0.0039823294105694,0.650650650650651,"map_mean1",""
"all","nestedness",0.0629272514426563,-0.00767328031451936,0.48048048048048,"mat_mean1",""
"all","nestedness",0.0629272514426563,-0.0329906217639918,0.435435435435435,"gdp_mean1",""
"all","nestedness",0.0629272514426563,0.0437212292422207,0.228228228228228,"pd_mean1",""
"all","nestedness",0.0629272514426563,-0.0167136564826678,0.48948948948949,"ul_mean1",""
